dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"Ns | Ns",384,31,       0.002630
1,float,uniform,PoisFFT,"Ns | Ns",384,32,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,33,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,34,       0.002600
1,float,uniform,PoisFFT,"Ns | Ns",384,35,       0.002630
1,float,uniform,PoisFFT,"Ns | Ns",384,36,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,37,       0.002630
1,float,uniform,PoisFFT,"Ns | Ns",384,38,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,39,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,40,       0.002629
1,float,uniform,PoisFFT,"Ns | Ns",384,41,       0.002609
1,float,uniform,PoisFFT,"Ns | Ns",384,42,       0.002629
1,float,uniform,PoisFFT,"Ns | Ns",384,43,       0.002640
1,float,uniform,PoisFFT,"Ns | Ns",384,44,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,45,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,46,       0.002600
1,float,uniform,PoisFFT,"Ns | Ns",384,47,       0.002630
1,float,uniform,PoisFFT,"Ns | Ns",384,48,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,49,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,50,       0.002600
1,float,uniform,PoisFFT,"Ns | Ns",384,51,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,52,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,53,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,54,       0.002669
1,float,uniform,PoisFFT,"Ns | Ns",384,55,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,56,       0.002640
1,float,uniform,PoisFFT,"Ns | Ns",384,57,       0.002600
1,float,uniform,PoisFFT,"Ns | Ns",384,58,       0.002610
1,float,uniform,PoisFFT,"Ns | Ns",384,59,       0.002630
1,float,uniform,PoisFFT,"Ns | Ns",384,60,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,61,       0.002650
1,float,uniform,PoisFFT,"Ns | Ns",384,62,       0.002710
1,float,uniform,PoisFFT,"Ns | Ns",384,63,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,64,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,65,       0.002640
1,float,uniform,PoisFFT,"Ns | Ns",384,66,       0.002600
1,float,uniform,PoisFFT,"Ns | Ns",384,67,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,68,       0.002640
1,float,uniform,PoisFFT,"Ns | Ns",384,69,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,70,       0.002620
1,float,uniform,PoisFFT,"Ns | Ns",384,71,       0.002631
1,float,uniform,PoisFFT,"Ns | Ns",384,72,       0.002609
1,float,uniform,PoisFFT,"Ns | Ns",384,73,       0.002609
1,float,uniform,PoisFFT,"Ns | Ns",384,74,       0.002650
1,float,uniform,PoisFFT,"Ns | Ns",448,0,       0.005070
1,float,uniform,PoisFFT,"Ns | Ns",448,1,       0.003420
1,float,uniform,PoisFFT,"Ns | Ns",448,2,       0.003320
1,float,uniform,PoisFFT,"Ns | Ns",448,3,       0.003320
1,float,uniform,PoisFFT,"Ns | Ns",448,4,       0.003310
1,float,uniform,PoisFFT,"Ns | Ns",448,5,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,6,       0.003340
1,float,uniform,PoisFFT,"Ns | Ns",448,7,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,8,       0.003310
1,float,uniform,PoisFFT,"Ns | Ns",448,9,       0.003300
1,float,uniform,PoisFFT,"Ns | Ns",448,10,       0.003290
1,float,uniform,PoisFFT,"Ns | Ns",448,11,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,12,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,13,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,14,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,15,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,16,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,17,       0.003269
1,float,uniform,PoisFFT,"Ns | Ns",448,18,       0.003269
1,float,uniform,PoisFFT,"Ns | Ns",448,19,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,20,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,21,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,22,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,23,       0.003250
1,float,uniform,PoisFFT,"Ns | Ns",448,24,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,25,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,26,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,27,       0.003290
1,float,uniform,PoisFFT,"Ns | Ns",448,28,       0.003300
1,float,uniform,PoisFFT,"Ns | Ns",448,29,       0.003291
1,float,uniform,PoisFFT,"Ns | Ns",448,30,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,31,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,32,       0.003330
1,float,uniform,PoisFFT,"Ns | Ns",448,33,       0.003290
1,float,uniform,PoisFFT,"Ns | Ns",448,34,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,35,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,36,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,37,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,38,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,39,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,40,       0.003250
1,float,uniform,PoisFFT,"Ns | Ns",448,41,       0.003269
1,float,uniform,PoisFFT,"Ns | Ns",448,42,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,43,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,44,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,45,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,46,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,47,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,48,       0.003240
1,float,uniform,PoisFFT,"Ns | Ns",448,49,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,50,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,51,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,52,       0.003259
1,float,uniform,PoisFFT,"Ns | Ns",448,53,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,54,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,55,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,56,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,57,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,58,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,59,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,60,       0.003380
1,float,uniform,PoisFFT,"Ns | Ns",448,61,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,62,       0.003280
1,float,uniform,PoisFFT,"Ns | Ns",448,63,       0.003250
1,float,uniform,PoisFFT,"Ns | Ns",448,64,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",448,65,       0.003290
1,float,uniform,PoisFFT,"Ns | Ns",448,66,       0.003240
1,float,uniform,PoisFFT,"Ns | Ns",448,67,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,68,       0.003269
1,float,uniform,PoisFFT,"Ns | Ns",448,69,       0.003269
1,float,uniform,PoisFFT,"Ns | Ns",448,70,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,71,       0.003290
1,float,uniform,PoisFFT,"Ns | Ns",448,72,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,73,       0.003270
1,float,uniform,PoisFFT,"Ns | Ns",448,74,       0.003260
1,float,uniform,PoisFFT,"Ns | Ns",512,0,       0.005160
1,float,uniform,PoisFFT,"Ns | Ns",512,1,       0.003820
1,float,uniform,PoisFFT,"Ns | Ns",512,2,       0.003590
1,float,uniform,PoisFFT,"Ns | Ns",512,3,       0.003609
1,float,uniform,PoisFFT,"Ns | Ns",512,4,       0.003619
1,float,uniform,PoisFFT,"Ns | Ns",512,5,       0.003570
1,float,uniform,PoisFFT,"Ns | Ns",512,6,       0.003590
1,float,uniform,PoisFFT,"Ns | Ns",512,7,       0.003600
1,float,uniform,PoisFFT,"Ns | Ns",512,8,       0.003630
1,float,uniform,PoisFFT,"Ns | Ns",512,9,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,10,       0.003620
1,float,uniform,PoisFFT,"Ns | Ns",512,11,       0.003560
1,float,uniform,PoisFFT,"Ns | Ns",512,12,       0.003640
1,float,uniform,PoisFFT,"Ns | Ns",512,13,       0.003620
1,float,uniform,PoisFFT,"Ns | Ns",512,14,       0.003631
1,float,uniform,PoisFFT,"Ns | Ns",512,15,       0.003589
1,float,uniform,PoisFFT,"Ns | Ns",512,16,       0.003620
1,float,uniform,PoisFFT,"Ns | Ns",512,17,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,18,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,19,       0.003590
1,float,uniform,PoisFFT,"Ns | Ns",512,20,       0.003590
1,float,uniform,PoisFFT,"Ns | Ns",512,21,       0.003580
1,float,uniform,PoisFFT,"Ns | Ns",512,22,       0.003580
1,float,uniform,PoisFFT,"Ns | Ns",512,23,       0.003570
1,float,uniform,PoisFFT,"Ns | Ns",512,24,       0.003630
1,float,uniform,PoisFFT,"Ns | Ns",512,25,       0.003611
1,float,uniform,PoisFFT,"Ns | Ns",512,26,       0.003600
1,float,uniform,PoisFFT,"Ns | Ns",512,27,       0.003650
1,float,uniform,PoisFFT,"Ns | Ns",512,28,       0.003640
1,float,uniform,PoisFFT,"Ns | Ns",512,29,       0.003630
1,float,uniform,PoisFFT,"Ns | Ns",512,30,       0.003590
1,float,uniform,PoisFFT,"Ns | Ns",512,31,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,32,       0.003600
1,float,uniform,PoisFFT,"Ns | Ns",512,33,       0.003630
1,float,uniform,PoisFFT,"Ns | Ns",512,34,       0.003630
1,float,uniform,PoisFFT,"Ns | Ns",512,35,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,36,       0.003609
1,float,uniform,PoisFFT,"Ns | Ns",512,37,       0.003580
1,float,uniform,PoisFFT,"Ns | Ns",512,38,       0.003609
1,float,uniform,PoisFFT,"Ns | Ns",512,39,       0.003560
1,float,uniform,PoisFFT,"Ns | Ns",512,40,       0.003570
1,float,uniform,PoisFFT,"Ns | Ns",512,41,       0.003620
1,float,uniform,PoisFFT,"Ns | Ns",512,42,       0.003530
1,float,uniform,PoisFFT,"Ns | Ns",512,43,       0.003570
1,float,uniform,PoisFFT,"Ns | Ns",512,44,       0.003620
1,float,uniform,PoisFFT,"Ns | Ns",512,45,       0.003570
1,float,uniform,PoisFFT,"Ns | Ns",512,46,       0.003650
1,float,uniform,PoisFFT,"Ns | Ns",512,47,       0.003571
1,float,uniform,PoisFFT,"Ns | Ns",512,48,       0.003671
1,float,uniform,PoisFFT,"Ns | Ns",512,49,       0.003570
1,float,uniform,PoisFFT,"Ns | Ns",512,50,       0.003550
1,float,uniform,PoisFFT,"Ns | Ns",512,51,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,52,       0.003580
1,float,uniform,PoisFFT,"Ns | Ns",512,53,       0.003600
1,float,uniform,PoisFFT,"Ns | Ns",512,54,       0.003600
1,float,uniform,PoisFFT,"Ns | Ns",512,55,       0.003600
1,float,uniform,PoisFFT,"Ns | Ns",512,56,       0.003580
1,float,uniform,PoisFFT,"Ns | Ns",512,57,       0.003670
1,float,uniform,PoisFFT,"Ns | Ns",512,58,       0.003710
1,float,uniform,PoisFFT,"Ns | Ns",512,59,       0.003590
1,float,uniform,PoisFFT,"Ns | Ns",512,60,       0.003570
1,float,uniform,PoisFFT,"Ns | Ns",512,61,       0.003611
1,float,uniform,PoisFFT,"Ns | Ns",512,62,       0.003550
1,float,uniform,PoisFFT,"Ns | Ns",512,63,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,64,       0.003630
1,float,uniform,PoisFFT,"Ns | Ns",512,65,       0.003620
1,float,uniform,PoisFFT,"Ns | Ns",512,66,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,67,       0.003620
1,float,uniform,PoisFFT,"Ns | Ns",512,68,       0.003600
1,float,uniform,PoisFFT,"Ns | Ns",512,69,       0.003610
1,float,uniform,PoisFFT,"Ns | Ns",512,70,       0.003590
1,float,uniform,PoisFFT,"Ns | Ns",512,71,       0.003590
1,float,uniform,PoisFFT,"Ns | Ns",512,72,       0.003560
1,float,uniform,PoisFFT,"Ns | Ns",512,73,       0.003611
1,float,uniform,PoisFFT,"Ns | Ns",512,74,       0.003580
